,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
582,2020-08-15,1846.1118317668531,-3885.261232276157,7376.49438707999,-3738.5394548408617,7270.408612742422,7.33983590044291,7.33983590044291,7.33983590044291,7.33983590044291,7.33983590044291,7.33983590044291,0.0,0.0,0.0,1853.451667667296
583,2020-08-16,1822.928347609988,-3933.132398119351,7310.723750351941,-3808.5178937506043,7274.15384216607,-9.954993557432704,-9.954993557432704,-9.954993557432704,-9.954993557432704,-9.954993557432704,-9.954993557432704,0.0,0.0,0.0,1812.9733540525551
584,2020-08-17,1799.7448634531227,-3843.4874253595717,7372.0277694145725,-3906.6185988032203,7273.92062026752,46.866841806916575,46.866841806916575,46.866841806916575,46.866841806916575,46.866841806916575,46.866841806916575,0.0,0.0,0.0,1846.6117052600393
585,2020-08-18,1776.5613792962574,-4182.157257853399,7425.466898036062,-3983.141693471682,7284.549073191531,-11.548890409535472,-11.548890409535472,-11.548890409535472,-11.548890409535472,-11.548890409535472,-11.548890409535472,0.0,0.0,0.0,1765.012488886722
586,2020-08-19,1753.3778951393922,-3856.5189298602004,7434.72684951362,-4033.5084008697777,7295.17752611554,13.227643382772285,13.227643382772285,13.227643382772285,13.227643382772285,13.227643382772285,13.227643382772285,0.0,0.0,0.0,1766.6055385221646
587,2020-08-20,1730.194410982527,-4364.638311927494,7421.775584410008,-4103.1887450276945,7304.310044623381,-66.59137297229253,-66.59137297229253,-66.59137297229253,-66.59137297229253,-66.59137297229253,-66.59137297229253,0.0,0.0,0.0,1663.6030380102345
588,2020-08-21,1707.0109268256647,-4165.074255069045,7459.47714854185,-4187.090959755853,7325.057616187354,20.660935849737655,20.660935849737655,20.660935849737655,20.660935849737655,20.660935849737655,20.660935849737655,0.0,0.0,0.0,1727.6718626754023
589,2020-08-22,1683.8274426687994,-4213.6594431553485,7465.438633010504,-4247.239259408314,7347.621838628991,7.339835900232171,7.339835900232171,7.339835900232171,7.339835900232171,7.339835900232171,7.339835900232171,0.0,0.0,0.0,1691.1672785690316
590,2020-08-23,1660.6439585119342,-4275.193798418342,7543.894664434715,-4307.9957772289545,7363.279732053387,-9.954993557486853,-9.954993557486853,-9.954993557486853,-9.954993557486853,-9.954993557486853,-9.954993557486853,0.0,0.0,0.0,1650.6889649544473
591,2020-08-24,1637.460474355069,-4328.912310545076,7469.007869801626,-4368.752295049589,7381.071809833161,46.8668418066908,46.8668418066908,46.8668418066908,46.8668418066908,46.8668418066908,46.8668418066908,0.0,0.0,0.0,1684.3273161617599
592,2020-08-25,1614.2769901982037,-4611.312974518737,7343.646962412495,-4427.479960933246,7393.624136054456,-11.548890409488287,-11.548890409488287,-11.548890409488287,-11.548890409488287,-11.548890409488287,-11.548890409488287,0.0,0.0,0.0,1602.7280997887156
593,2020-08-26,1591.0935060413387,-4402.170895985943,7382.105159623985,-4484.3321191419545,7410.986755491789,13.227643382733314,13.227643382733314,13.227643382733314,13.227643382733314,13.227643382733314,13.227643382733314,0.0,0.0,0.0,1604.321149424072
594,2020-08-27,1567.9100218844735,-4919.577486590887,7587.852103804067,-4544.379805694978,7440.091707408011,-66.59137297238368,-66.59137297238368,-66.59137297238368,-66.59137297238368,-66.59137297238368,-66.59137297238368,0.0,0.0,0.0,1501.3186489120899
595,2020-08-28,1544.7265377276112,-4541.313456226955,7377.330751330077,-4605.667996308423,7469.070567711189,20.660935849489388,20.660935849489388,20.660935849489388,20.660935849489388,20.660935849489388,20.660935849489388,0.0,0.0,0.0,1565.3874735771005
596,2020-08-29,1521.543053570746,-4515.204543596373,7618.8244107699065,-4666.956186921871,7489.2578656259,7.339835900328852,7.339835900328852,7.339835900328852,7.339835900328852,7.339835900328852,7.339835900328852,0.0,0.0,0.0,1528.8828894710748
597,2020-08-30,1498.3595694138808,-4802.249811611058,7539.960384101464,-4728.244377535321,7496.560482498613,-9.954993557541004,-9.954993557541004,-9.954993557541004,-9.954993557541004,-9.954993557541004,-9.954993557541004,0.0,0.0,0.0,1488.4045758563398
598,2020-08-31,1475.1760852570155,-4808.6501384073035,7619.187188830923,-4798.551911332402,7503.524812484615,46.86684180675147,46.86684180675147,46.86684180675147,46.86684180675147,46.86684180675147,46.86684180675147,0.0,0.0,0.0,1522.042927063767
599,2020-09-01,1451.9926011001503,-4868.45122001169,7549.917217757036,-4879.557384165626,7523.681081479578,-11.548890409618517,-11.548890409618517,-11.548890409618517,-11.548890409618517,-11.548890409618517,-11.548890409618517,0.0,0.0,0.0,1440.4437106905318
600,2020-09-02,1428.809116943285,-4976.026652572888,7516.879863920069,-4959.06588392206,7544.854610244445,13.227643382722343,13.227643382722343,13.227643382722343,13.227643382722343,13.227643382722343,13.227643382722343,0.0,0.0,0.0,1442.0367603260074
601,2020-09-03,1405.6256327864198,-5322.251159231015,7588.117626426574,-5043.513817226102,7565.743953947161,-66.59137297219651,-66.59137297219651,-66.59137297219651,-66.59137297219651,-66.59137297219651,-66.59137297219651,0.0,0.0,0.0,1339.0342598142233
