,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2018-01-11,1.0076395128688576,1.0045378449606788,1.0151230862903973,1.0076395128688576,1.0076395128688576,0.0021974798424744973,0.0021974798424744973,0.0021974798424744973,0.0001812088229406301,0.0001812088229406301,0.0001812088229406301,0.002016271019533867,0.002016271019533867,0.002016271019533867,0.0,0.0,0.0,1.009836992711332
1,2018-01-12,1.0075189510008533,1.0034782849894532,1.0149836809340147,1.0075189510008533,1.0075189510008533,0.0017262590239146467,0.0017262590239146467,0.0017262590239146467,-5.321491560525826e-05,-5.321491560525826e-05,-5.321491560525826e-05,0.0017794739395199047,0.0017794739395199047,0.0017794739395199047,0.0,0.0,0.0,1.009245210024768
2,2018-01-13,1.0073983891328488,1.0035257832319224,1.0145118038224248,1.0073983891328488,1.0073983891328488,0.0017524050964756715,0.0017524050964756715,0.0017524050964756715,0.00025181733853475496,0.00025181733853475496,0.00025181733853475496,0.0015005877579409163,0.0015005877579409163,0.0015005877579409163,0.0,0.0,0.0,1.0091507942293245
3,2018-01-14,1.0072778272648444,1.0029603142333745,1.0142249970343273,1.0072778272648444,1.0072778272648444,0.0014199420495116803,0.0014199420495116803,0.0014199420495116803,0.0002385339222841079,0.0002385339222841079,0.0002385339222841079,0.0011814081272275726,0.0011814081272275726,0.0011814081272275726,0.0,0.0,0.0,1.0086977693143562
4,2018-01-15,1.0071572653968401,1.0015792563165924,1.013150362547009,1.0071572653968401,1.0071572653968401,0.00041996011160429285,0.00041996011160429285,0.00041996011160429285,-0.00040469663801007876,-0.00040469663801007876,-0.00040469663801007876,0.0008246567496143717,0.0008246567496143717,0.0008246567496143717,0.0,0.0,0.0,1.0075772255084445
5,2018-01-16,1.0070367035288357,1.0022763151768534,1.0130847892637707,1.0070367035288357,1.0070367035288357,0.0004162045252942528,0.0004162045252942528,0.0004162045252942528,-1.7740014611975556e-05,-1.7740014611975556e-05,-1.7740014611975556e-05,0.00043394453990622836,0.00043394453990622836,0.00043394453990622836,0.0,0.0,0.0,1.00745290805413
6,2018-01-17,1.0069161416608312,1.0012604205740583,1.012133584807653,1.0069161416608312,1.0069161416608312,-0.000182196780846222,-0.000182196780846222,-0.000182196780846222,-0.00019590851553209025,-0.00019590851553209025,-0.00019590851553209025,1.3711734685868242e-05,1.3711734685868242e-05,1.3711734685868242e-05,0.0,0.0,0.0,1.006733944879985
7,2018-01-18,1.0067955797928267,1.0009005945047373,1.0120967166957318,1.0067955797928267,1.0067955797928267,-0.0002496448584012014,-0.0002496448584012014,-0.0002496448584012014,0.00018120882294149994,0.00018120882294149994,0.00018120882294149994,-0.0004308536813427013,-0.0004308536813427013,-0.0004308536813427013,0.0,0.0,0.0,1.0065459349344255
8,2018-01-19,1.0066750179248225,0.9999922238821204,1.0116681039626432,1.0066750179248225,1.0066750179248225,-0.0009471321836578625,-0.0009471321836578625,-0.0009471321836578625,-5.3214915605157416e-05,-5.3214915605157416e-05,-5.3214915605157416e-05,-0.0008939172680527051,-0.0008939172680527051,-0.0008939172680527051,0.0,0.0,0.0,1.0057278857411647
9,2018-01-20,1.0065544560568178,1.000032417596282,1.0109972057501373,1.0065544560568178,1.0065544560568178,-0.0011172993000160482,-0.0011172993000160482,-0.0011172993000160482,0.00025181733853607314,0.00025181733853607314,0.00025181733853607314,-0.0013691166385521214,-0.0013691166385521214,-0.0013691166385521214,0.0,0.0,0.0,1.0054371567568017
10,2018-01-21,1.0064338941888136,0.9990667039765925,1.0104268835335408,1.0064338941888136,1.0064338941888136,-0.0016111602880409985,-0.0016111602880409985,-0.0016111602880409985,0.00023853392228417246,0.00023853392228417246,0.00023853392228417246,-0.0018496942103251714,-0.0018496942103251714,-0.0018496942103251714,0.0,0.0,0.0,1.0048227339007725
11,2018-01-22,1.006313332320809,0.9981657781412504,1.0092701379712696,1.006313332320809,1.006313332320809,-0.002733337475025963,-0.002733337475025963,-0.002733337475025963,-0.00040469663801049113,-0.00040469663801049113,-0.00040469663801049113,-0.0023286408370154716,-0.0023286408370154716,-0.0023286408370154716,0.0,0.0,0.0,1.003579994845783
12,2018-01-23,1.0061927704528046,0.9978328890078503,1.0093457501154306,1.0061927704528046,1.0061927704528046,-0.0028165866778769796,-0.0028165866778769796,-0.0028165866778769796,-1.7740014612199677e-05,-1.7740014612199677e-05,-1.7740014612199677e-05,-0.0027988466632647793,-0.0027988466632647793,-0.0027988466632647793,0.0,0.0,0.0,1.0033761837749278
13,2018-01-24,1.0060722085848004,0.9967055570390118,1.008000142630632,1.0060722085848004,1.0060722085848004,-0.0034491638656806546,-0.0034491638656806546,-0.0034491638656806546,-0.0001959085155325594,-0.0001959085155325594,-0.0001959085155325594,-0.0032532553501480946,-0.0032532553501480946,-0.0032532553501480946,0.0,0.0,0.0,1.0026230447191198
14,2018-01-25,1.005951646716796,0.997174342410324,1.0075000062207802,1.005951646716796,1.005951646716796,-0.0035038089067409126,-0.0035038089067409126,-0.0035038089067409126,0.00018120882294022123,0.00018120882294022123,0.00018120882294022123,-0.0036850177296811337,-0.0036850177296811337,-0.0036850177296811337,0.0,0.0,0.0,1.002447837810055
